pointX,pointY,size,angle,response,octave,classId
259.188,111.962,56,92.0086,3809.97,1,1
122.597,123.995,34,12.1987,3679.72,1,1
285.626,103.942,35,231.819,3675.89,1,1
184.212,137.079,21,62.2222,3628.01,0,1
143.357,67.7878,24,177.624,3623.34,0,1
222.707,51.5373,27,93.6784,3608.18,0,1
188.963,87.5402,14,336.595,3577.05,0,1
221.111,51.995,23,93.1127,3566.61,0,1
202.71,51.2956,18,92.7252,3539.7,0,1
278.419,17.2388,14,97.2667,3529.38,0,1
285.544,96.5473,26,233.99,3512.06,0,1
202.268,83.1388,22,203.084,3508.03,0,1
203.803,83.3285,27,208.539,3498.87,0,1
249.279,84.6513,16,90.6558,3463.14,0,-1
259.327,102.41,40,229.32,3461.44,1,1
242.887,99.6773,55,223.116,3415.2,1,-1
240.065,128.14,14,79.9253,3406.08,0,1
46.239,56.9192,23,105.605,3401.6,0,1
220.187,50.3021,28,93.5689,3364.64,1,1
281.359,105.003,27,220.758,3350.26,0,1
124.537,127.509,23,7.91441,3345.36,0,1
276.813,124.762,31,90.1962,3274.33,1,1
48.2477,139.815,22,49.1203,3216.15,0,1
72.651,136.976,13,270.23,3157,0,1
143.739,68.3226,27,175.859,3146.25,1,1
276.888,124.248,30,90.9919,3141.54,0,1
204.229,83.1096,29,328.793,3080.43,1,1
277.778,127.418,19,86.7167,3079.38,0,1
16.2033,14.025,15,263.099,3071.72,0,1
111.994,147.999,15,64.7244,3055.16,0,-1
262.265,20.1214,13,13.4009,3048.26,0,1
207.775,162.534,51,154.339,2964.42,1,-1
287.118,109.547,22,90.4584,2937.74,0,1
118.22,136.15,19,68.193,2910.87,0,-1
141.142,69.6912,15,183.586,2905.3,0,1
177.255,65.6445,16,288.067,2885.07,0,1
102.639,151.931,15,79.7213,2881.53,0,1
258.451,99.4471,41,222.579,2842.25,1,1
258.817,21.2121,21,263.761,2832.34,0,1
257.67,105.776,28,203.962,2799.48,0,1
258.523,107.494,31,202.692,2774.97,1,1
251.409,11.3454,14,272.038,2773.91,0,-1
69.5081,49.7929,13,85.8256,2762.11,0,1
224.736,72.2192,20,209.956,2756.75,0,1
289.791,133.216,29,89.3256,2748.67,0,-1
138.469,49.1578,22,91.1928,2671.54,0,1
50.0722,157.222,56,39.0727,2633.83,1,-1
181.26,133.997,27,70.9192,2631.72,0,1
49.884,135.685,17,4.08296,2624.99,0,1
246.944,124.994,14,83.613,2591.43,0,1
259.745,139.546,15,256.604,2487.87,0,1
178.016,66.5757,27,341.859,2480.27,0,1
181.386,137.54,26,70.9428,2478.61,0,1
223.129,190.492,20,110.743,2472.51,0,-1
258.306,112.289,55,91.274,2421.18,2,1
137.562,118.163,28,358.476,2410.92,0,-1
138.518,50.6348,20,90.5667,2398.25,0,1
234.675,125.993,16,85.961,2383.7,0,1
154.957,145.62,22,96.8536,2341.97,0,-1
290.239,143.599,15,271.421,2302.15,0,1
137.82,117.967,30,355.557,2300.92,1,-1
191.037,150.283,56,116.072,2298.96,1,-1
278.139,151.785,22,265.95,2280.02,0,-1
284.271,139.231,14,263.629,2239.13,0,-1
274.118,98.6881,16,355.181,2208.16,0,-1
144.865,149.239,30,92.2701,2204.68,1,1
271.392,114.72,25,343.558,2185.13,0,-1
231.956,118.032,13,338.511,2184.19,0,1
130.661,82.5617,15,196.921,2154.11,0,1
14.9976,139.699,15,355.718,2154.03,0,1
113.259,208.27,33,281.031,2142.34,1,-1
112.212,208.854,28,281.85,2139.03,0,-1
137.858,47.2057,28,92.5836,2136.99,0,1
181.671,135.721,28,69.4487,2133.63,1,1
136.653,114.7,21,357.604,2127.46,0,-1
237.227,208.585,16,139.997,2123.08,0,-1
15.1583,125.379,15,3.44429,2101.22,0,1
262.189,117.972,16,95.4179,2097.69,0,1
15.3499,117.273,16,357.989,2093.7,0,1
222.925,73.6704,25,216.131,2090.38,0,1
282.303,160.176,26,265.825,2074.22,0,1
264.522,113.766,15,336.962,2042.92,0,1
260.445,121.607,29,94.0541,2024.87,0,1
125.57,115.919,22,349.322,2013.34,0,1
174.331,66.3196,21,285.985,2002.82,0,1
125.665,108.315,15,348.807,1947.4,0,-1
247.405,121.278,10,268.052,1902.99,0,-1
271.671,52.8288,44,96.019,1898.51,1,1
233.119,76.3663,14,73.7649,1895.79,0,1
279.185,143.179,16,93.7102,1874.99,0,1
192.431,152.548,65,118.863,1869.81,2,-1
238.339,121.421,17,79.5547,1852.91,0,-1
295.85,103.55,20,193.46,1850.44,0,-1
233.791,141.14,15,40.5725,1808.48,0,1
136.463,145.703,22,86.6971,1788.71,0,-1
271.335,99.117,15,358.545,1769.87,0,-1
174.351,131.693,53,125.944,1721.7,1,1
255.703,17.6146,15,269.957,1717.68,0,1
211.717,147.616,30,130.181,1711.77,0,1
176.318,118.104,85,105.055,1671.75,2,1
266.774,83.9535,14,91.5443,1636.33,0,-1
282.522,160.443,28,265.757,1630.7,1,1
185.964,94.9186,41,335.166,1602.34,1,1
144.318,186.926,15,92.3443,1595.17,0,1
289.886,126.171,16,88.5446,1592.03,0,1
137.727,47.1828,34,93.6335,1586.94,1,1
58.7967,146.924,20,174.359,1566.38,0,1
230.649,103.742,25,344.861,1558.75,0,1
141.408,46.7157,41,94.5752,1537.24,1,1
89.6453,103.556,46,185.175,1536.12,1,-1
188.665,91.3952,26,341.101,1533.72,0,1
26.1951,110.592,27,347.214,1528.88,1,-1
173.218,75.412,22,190.683,1501.85,0,-1
201.519,136.486,21,144.168,1500.81,0,1
182.714,77.9178,20,343.64,1495.05,0,1
247.765,148.283,15,274.701,1491.25,0,-1
80.1105,144.583,21,319.403,1468.88,0,1
154.819,159.42,22,93.4567,1464.6,0,-1
171.362,131.481,54,184.786,1460.44,1,1
292.438,151.787,21,262.079,1406.23,0,-1
72.5297,47.6625,20,90.2436,1405.77,0,1
242.174,50.1459,29,91.4348,1398.2,0,1
48.7569,123.688,13,315.049,1395.2,0,1
273.813,54.87,54,95.2308,1381.91,2,1
249.765,90.3528,12,228.535,1362.82,0,1
249.444,125.908,14,87.1619,1352,0,1
63.8776,143.132,15,192.406,1350.99,0,-1
250.853,78.4924,15,90.6009,1312.09,0,1
173.157,129.097,60,179.33,1311.49,2,1
19.2704,157.124,14,56.9069,1298.11,0,-1
180.41,126.398,44,190.707,1281.28,1,1
242.444,49.9536,33,92.2856,1270.91,1,1
53.6385,100.507,13,270.652,1269.15,0,-1
93.6127,106.747,29,185.626,1254.16,0,-1
248.076,52.1251,13,87.9835,1253.12,0,1
201.813,133.15,22,145.291,1243.83,0,1
303.488,116.901,17,105.98,1237.3,0,1
40.2931,145.168,15,75.7906,1237.29,0,1
287.63,54.6393,21,95.3503,1235.94,0,1
42.1942,158.106,21,292.002,1232.38,0,1
264.811,83.5905,13,91.5611,1226.6,0,-1
304.759,116.002,21,108.993,1222.94,0,1
237.886,124.756,26,72.9473,1197.84,0,1
21.7543,43.311,14,108.79,1194.43,0,-1
287.126,50.9206,29,94.1318,1186.23,1,1
15.7246,41.0981,14,107.316,1183.16,0,-1
269.994,85.6847,14,91.5276,1178.05,0,-1
291.157,123.242,18,87.765,1159.31,0,1
131.608,144.902,33,69.346,1157.12,1,-1
94.4012,110.687,20,185.513,1154.02,0,-1
272.699,141.092,14,187.324,1151.87,0,-1
199.203,147.025,14,135.776,1146.75,0,-1
228.569,103.035,30,346.952,1141.03,1,1
298.09,79.6158,13,98.4167,1126.41,0,1
181.267,94.2326,52,326.198,1124.22,2,1
232.99,207.889,26,131.908,1110.36,0,-1
173.945,144.265,56,127.039,1091.56,1,1
25.534,181.89,19,260.87,1090.17,0,1
87.9935,118.203,17,185.973,1088.17,0,1
206.629,116.119,28,205.996,1074.21,0,1
158.228,170.745,53,99.3931,1072.54,1,-1
125.289,103.654,26,344.203,1065.89,0,-1
289.672,30.1974,13,188.858,1064.96,0,1
296.728,109.059,13,91.1499,1060.56,0,1
35.8347,117.742,57,337.639,1057.25,1,-1
81.0049,99.4135,16,94.203,1049.84,0,-1
287.897,75.3737,14,267.305,1047.6,0,1
65.8732,99.8111,15,269.144,1027.74,0,-1
94.2875,101.375,28,183.735,1013.28,0,-1
64.2972,145.322,23,174.151,1004.87,0,-1
178.386,183.859,27,97.3802,1003.65,0,1
76.599,100.16,21,264.146,998.641,0,-1
207.073,192.334,22,87.1292,984.858,0,-1
236.055,65.1301,14,198.269,979.863,0,1
221.045,78.1053,14,205.221,974.184,0,1
22.6454,63.8326,15,177.551,970.757,0,1
12.3708,54.7555,14,294.735,966.7,0,-1
200.702,120.09,15,195.519,956.378,0,1
203.586,118.242,23,203.387,955.943,0,1
63.7107,114.994,15,94.1075,953.705,0,1
81.5551,50.9001,16,95.0373,952.279,0,1
135.677,192.426,19,97.6003,951.467,0,-1
12.2006,53.3801,14,294.193,939.059,0,-1
233.468,123.863,27,70.016,923.525,0,1
258.942,90.13,92,102.377,918.44,2,-1
158.409,163.459,54,100.58,896.389,1,-1
251.636,77.1576,71,101.353,896.013,2,-1
201.729,144.542,15,133.532,886.662,0,-1
251.419,17.6511,22,267.165,885.857,0,1
82.4612,163.97,19,95.0594,885.299,0,-1
47.1484,99.2197,19,283.053,878.273,0,-1
181.402,181.662,44,97.7686,877.169,1,1
24.267,65.9617,22,181.318,865.913,0,1
263.827,27.2171,13,2.00864,857.923,0,1
156.286,147.756,14,93.021,852.166,0,-1
133.27,144.073,27,85.0029,846.879,0,-1
154.407,164.693,36,95.5438,840.798,1,-1
217.429,51.5749,13,99.0418,840.565,0,1
214.274,176.844,19,175.929,834.538,0,-1
47.9338,126.027,25,294.72,829.616,0,1
100.149,181.266,21,270.519,827.003,0,-1
192.476,118.314,16,358.817,818.691,0,-1
161.921,65.775,28,91.1195,815.666,1,1
148.395,81.3988,27,177.689,812.036,0,-1
67.1741,104.502,15,269.676,806.124,0,1
35.1393,162.084,20,85.2669,801.682,0,-1
127.414,141.438,15,85.6721,796.501,0,1
150.279,83.272,32,182.4,790.604,1,-1
281.402,78.7504,15,90.8788,788.58,0,1
257.267,168.611,40,274.182,785.891,1,1
174.409,143.812,62,102.23,759.192,2,1
212.762,174.226,25,176.806,757.547,0,-1
260.898,78.0993,14,91.1763,752.9,0,1
54.7228,67.6232,25,87.6673,751.23,0,-1
211.891,172.791,26,176.501,732.938,1,-1
205.459,61.4141,12,13.7596,715.469,0,1
19.3146,99.8373,13,340.238,712.76,0,-1
195.536,114.824,15,189.852,702.732,0,-1
150.746,183.425,15,89.7949,702.715,0,-1
148.412,86.6121,27,192.654,700.63,0,-1
198.84,151.105,14,255.685,700.213,0,1
169.639,150.769,23,93.5809,672.065,0,1
126.311,14.1395,20,273.254,668.451,0,-1
14.7365,54.1506,21,341.114,668.323,0,-1
231.562,89.2789,12,358.589,667.63,0,1
260.904,165.4,30,272.928,666.902,1,1
299.158,159.493,20,263.037,665.943,0,1
260.761,52.066,13,97.2553,663.603,0,1
96.2268,112.92,28,186.187,660.732,0,-1
105.982,108.418,22,182.325,653.907,0,1
108.135,109.335,28,183.563,651.51,0,1
171.528,149.22,29,94.1629,639.223,1,1
219.225,77.5202,13,200.121,638.225,0,1
282.416,85.2407,14,90.8074,636.986,0,-1
145.623,124.3,52,182.873,629.87,1,-1
132.359,101.643,16,355.307,618.202,0,-1
148.541,88.9272,24,186.536,611.089,0,-1
265.345,75.941,14,91.8595,608.225,0,1
251.638,159.994,14,275.66,605.425,0,1
124.96,98.4961,16,1.07665,598.097,0,-1
162.325,139.555,15,101.936,597.259,0,1
80.2193,64.657,14,262.809,596.03,0,1
234.95,122.448,31,68.5342,592.101,1,1
142.777,126.214,21,185.181,585.257,0,1
16.4953,30.7337,13,110.26,575.364,0,1
151.611,123.067,25,201.063,566.696,0,-1
36.3393,187.8,57,272.046,563.101,1,1
49.5056,99.2989,23,281.55,551.832,0,-1
93.8692,91.4794,20,183.726,549.987,0,-1
64.2197,105.078,15,268.085,547.578,0,1
273.939,175.9,14,87.8156,540.9,0,1
102.939,170.157,45,85.3014,533.744,1,-1
121.756,90.436,15,311.699,533.069,0,1
279.209,86.8328,14,91.6269,532.805,0,-1
290.51,175.605,13,266.851,532.794,0,1
202.158,93.0075,14,334.768,527.661,0,-1
72.2376,160.104,18,95.2627,518.082,0,1
238.171,22.81,26,272.296,514.235,1,1
174.337,139.669,14,92.5521,513.144,0,1
152.241,123.228,29,202.215,506.471,1,-1
53.4796,95.4323,45,101.095,506.304,1,-1
208.246,104.124,25,253.315,492.165,0,-1
168.739,175.071,27,105.99,489.813,0,-1
124.589,141.666,19,81.9366,471.481,0,1
41.8184,182.668,23,270.262,467.351,0,1
142.683,61.443,12,340.959,461.072,0,1
72.9602,100.195,20,266.881,459.443,0,-1
171.094,181.305,15,247.066,458.154,0,-1
205.823,131.028,15,143.431,454.987,0,1
52.6967,84.981,15,89.8344,454.638,0,1
304.978,88.8312,15,183.466,446.779,0,1
205.007,156.06,15,96.1524,446.63,0,-1
68.7208,99.7365,14,91.5988,446.03,0,-1
172.371,139.623,14,94.2033,445.175,0,1
61.1515,90.89,19,91.9598,444.683,0,-1
152.432,105.252,20,215.804,441.749,0,-1
55.6963,100.569,18,267.546,436.7,0,-1
193.495,211.433,21,267.585,432.818,0,-1
176.542,73.976,40,333.278,428.124,1,1
164.575,13.0239,15,266.503,426.715,0,1
215.155,113.804,14,281.282,419.966,0,1
236.071,51.9931,12,97.767,418.72,0,1
57.8138,95.6744,46,99.9824,416.071,1,-1
263.427,175.081,18,83.5388,415.467,0,1
215.597,120.594,15,352.027,411.511,0,1
192.899,209.447,28,268.162,408.913,0,-1
270.15,40.0059,12,281.464,404.256,0,1
161.033,166.482,15,99.2277,403.797,0,1
20.7074,55.8171,14,260.204,402.304,0,-1
28.4075,140.564,13,112.671,402.279,0,-1
